fragment_1,scheme_1,value_1,fragment_2,scheme_2,value_2,overlap_size,overlap_title_ids
decade_1960s,decade,1960s,primary_genre_History,primary_genre,History,2,"tt36061612,tt8263322"
decade_1960s,decade,1960s,primary_genre_Horror,primary_genre,Horror,6,"tt0059469,tt0063721,tt39311611,tt43437237,tt4918610,tt7328784"
decade_1960s,decade,1960s,primary_genre_Music,primary_genre,Music,50,"tt0321905,tt0337510,tt0520425,tt0559552,tt0617440,tt0724899,tt0854609,tt10318266,tt1214371,tt1238677,tt1238689,tt1240381,tt1248115,tt1275675,tt13906554,tt14428042,tt1467185,tt15368618,tt16289388,tt16294900,tt1712372,tt1758360,tt2056768,tt2886260,tt2941710,tt2944038,tt31502850,tt32259673,tt33968207,tt37428184,tt37812885,tt38690889,tt39189713,tt39194182,tt39194437,tt39195034,tt4017654,tt40481263,tt5259284,tt5348134,tt5799976,tt6149530,tt6150542,tt6154628,tt6992572,tt7828394,tt8276508,tt8513314,tt8541346,tt8737958"
decade_1960s,decade,1960s,primary_genre_Musical,primary_genre,Musical,4,"tt0433326,tt0661735,tt1481341,tt23810432"
decade_1960s,decade,1960s,primary_genre_Mystery,primary_genre,Mystery,9,"tt0062355,tt0304470,tt0564929,tt0786667,tt14792136,tt1602937,tt4857958,tt8304180,tt8340736"
decade_1960s,decade,1960s,primary_genre_News,primary_genre,News,172,"tt0725611,tt14057498,tt26677051,tt26677484,tt26683177,tt2680820,tt2681620,tt2681744,tt2681780,tt27279759,tt27518830,tt28800602,tt28805182,tt28805404,tt28805421,tt28806400,tt28806571,tt28807008,tt33065519,tt33065676,tt33065762,tt33065910,tt33065940,tt33066357,tt33067170,tt33067190,tt33067334,tt33067674,tt33068064,tt33068416,tt33068534,tt33367782,tt33372236,tt33372367,tt33372377,tt33373195,tt33373571,tt33373897,tt33373950,tt33394241,tt33394529,tt33395402,tt33395655,tt33416543,tt33416765,tt33417654,tt33418787,tt33419048,tt33419556,tt33439039,tt33448189,tt33506660,tt33506721,tt33506846,tt33506879,tt33509530,tt33510098,tt33510100,tt33510133,tt33511913,tt33511921,tt33511926,tt33512119,tt33512195,tt33512283,tt33704325,tt33704764,tt33705280,tt33739613,tt38166207,tt38166212,tt38268522,tt38639325,tt38644932,tt38645308,tt38650731,tt38651011,tt38651433,tt38651640,tt38651880,tt38651927,tt38671743,tt38671754,tt38671787,tt38671788,tt38672047,tt38775156,tt38775382,tt38775968,tt38775996,tt38785327,tt38785377,tt38785427,tt38785542,tt38790376,tt38790518,tt38790699,tt38791026,tt38791318,tt38999481,tt39001706,tt39003712,tt39004580,tt39006328,tt39006341,tt39006459,tt39006652,tt39006746,tt39007188,tt39226437,tt39229085,tt39230026,tt39230296,tt39230315,tt39230355,tt39230505,tt39230511,tt39230887,tt39231004,tt39231138,tt39231142,tt39231531,tt39231614,tt39243991,tt39244127,tt39244532,tt39244858,tt39244923,tt39244976,tt39245050,tt39245066,tt39245379,tt41383914,tt41429726,tt41429901,tt41681723,tt41824603,tt42110278,tt42110899,tt42111002,tt4240688,tt42550812,tt42552433,tt43406288,tt43406469,tt43406556,tt43406720,tt43406868,tt43407166,tt43407525,tt43407820,tt43408997,tt43409179,tt43409373,tt43409508,tt43409515,tt43409566,tt43409617,tt43410155,tt43440423,tt43440460,tt43551680,tt43552406,tt43559037,tt43559248,tt43591702,tt43654318,tt43654837,tt43654961,tt43655437,tt6568476,tt9861744"
decade_1960s,decade,1960s,primary_genre_Reality-TV,primary_genre,Reality-TV,2,"tt32873477,tt3767248"
decade_1960s,decade,1960s,primary_genre_Romance,primary_genre,Romance,16,"tt0324994,tt0346186,tt0377000,tt0387248,tt0896949,tt1158224,tt25420564,tt28024628,tt28491941,tt28504127,tt29781683,tt30324113,tt5954066,tt8012520,tt8053714,tt8067642"
decade_1960s,decade,1960s,primary_genre_Sci-Fi,primary_genre,Sci-Fi,1,tt6743586
decade_1960s,decade,1960s,primary_genre_Short,primary_genre,Short,22,"tt0122435,tt0137492,tt0140962,tt0170656,tt0173071,tt0173478,tt0206703,tt0285920,tt0288523,tt0302764,tt0325944,tt0332366,tt11696402,tt11708378,tt33130688,tt36458025,tt3891452,tt43607581,tt4649480,tt6271696,tt7071142,tt7320556"
decade_1960s,decade,1960s,primary_genre_Sport,primary_genre,Sport,22,"tt1103141,tt1334018,tt1638305,tt2200054,tt2255380,tt26736685,tt27051019,tt28491645,tt30252851,tt30674673,tt3302774,tt33383809,tt33383984,tt33398505,tt33398571,tt33399068,tt33399262,tt33399420,tt33517799,tt9215158,tt9226710,tt9583540"
decade_1960s,decade,1960s,primary_genre_Talk-Show,primary_genre,Talk-Show,70,"tt0760754,tt1004555,tt10047210,tt11126448,tt11127022,tt14766632,tt15408580,tt15411406,tt1768432,tt20448044,tt2215592,tt2215644,tt2333500,tt2334355,tt2340950,tt27405278,tt28671820,tt29081286,tt29081360,tt29081631,tt29081702,tt29081745,tt29081831,tt29082283,tt29083575,tt29090308,tt29090324,tt29090502,tt29098447,tt29099131,tt3291356,tt33090410,tt3397628,tt34438452,tt35598098,tt35599062,tt35599259,tt35635916,tt35652860,tt35668819,tt35674983,tt35683701,tt35725469,tt35884450,tt38517121,tt38517160,tt38523387,tt38523452,tt38523717,tt38523915,tt38524105,tt38524109,tt38524154,tt38524182,tt38524370,tt38524598,tt38524713,tt38524783,tt38525059,tt38551752,tt38551971,tt38552042,tt38552097,tt5029086,tt6254822,tt7667728,tt7833620,tt7863686,tt8211754,tt9093660"
decade_1960s,decade,1960s,primary_genre_Thriller,primary_genre,Thriller,4,"tt0054487,tt0714160,tt1111493,tt1213061"
decade_1960s,decade,1960s,primary_genre_UNKNOWN,primary_genre,UNKNOWN,129,"tt0061887,tt0063109,tt0164117,tt0165249,tt0195287,tt0199301,tt0214511,tt0217606,tt0219332,tt0252492,tt0253336,tt0257284,tt0262634,tt0274879,tt0291239,tt0291289,tt0331757,tt0366410,tt0482805,tt0489742,tt10290190,tt1042555,tt1056914,tt10915940,tt1188274,tt12766436,tt14245336,tt1448602,tt14534398,tt14551806,tt1460478,tt1480761,tt15103372,tt15387098,tt1546872,tt15528978,tt16043802,tt1621185,tt1688149,tt1730507,tt17474674,tt1807774,tt1824346,tt1964657,tt21826410,tt23130918,tt23554900,tt26765357,tt28021779,tt28022000,tt28024080,tt28144006,tt28156273,tt28213550,tt28213698,tt28213928,tt28238274,tt28260461,tt28260583,tt28277113,tt28284275,tt28284277,tt28285199,tt28291968,tt28291972,tt28292037,tt28299156,tt28299191,tt28308257,tt28308777,tt28314940,tt28314975,tt28327814,tt28327816,tt28328064,tt28476130,tt28626524,tt28632342,tt28632350,tt28752046,tt28943188,tt29143013,tt2926384,tt29583459,tt30624480,tt31592135,tt31955814,tt3255074,tt32896924,tt35658205,tt35675093,tt35949525,tt36466725,tt3692302,tt37176598,tt4019980,tt42802074,tt42896534,tt43349755,tt4469350,tt4994882,tt5711516,tt5912426,tt6863736,tt7712870,tt8010938,tt8098986,tt8592848,tt8597040,tt8603108,tt8646146,tt8647544,tt8650274,tt8675952,tt8729214,tt8775818,tt8776914,tt8776934,tt8795238,tt8812514,tt8818288,tt8859686,tt8901072,tt8918614,tt8930976,tt8959712,tt8973740,tt8998714,tt9090874"
decade_1960s,decade,1960s,primary_genre_War,primary_genre,War,1,tt8992702
decade_1960s,decade,1960s,primary_genre_Western,primary_genre,Western,18,"tt0519366,tt0529696,tt0540162,tt0558059,tt0558097,tt0593937,tt0594196,tt0597545,tt0597556,tt0624807,tt0629987,tt0635559,tt0717608,tt0719408,tt0741039,tt0743023,tt0743221,tt0880374"
decade_1960s,decade,1960s,title_type_movie,title_type,movie,137,"tt0052159,tt0053571,tt0053653,tt0053772,tt0054487,tt0056354,tt0057417,tt0057438,tt0058051,tt0058088,tt0058278,tt0058549,tt0058674,tt0058757,tt0059059,tt0059121,tt0059469,tt0059863,tt0060143,tt0060467,tt0061211,tt0061451,tt0061585,tt0061887,tt0062355,tt0063072,tt0063109,tt0063400,tt0063721,tt0063722,tt0064695,tt0064985,tt0126504,tt0136481,tt0136529,tt0145088,tt0145801,tt0158291,tt0164117,tt0165249,tt0168704,tt0169835,tt0175882,tt0176175,tt0180946,tt0187773,tt0190843,tt0191153,tt0191585,tt0193133,tt0193629,tt0194801,tt0195287,tt0199301,tt0204935,tt0214511,tt0217575,tt0217606,tt0217645,tt0219332,tt0228458,tt0232769,tt0242576,tt0247204,tt0251476,tt0252492,tt0253204,tt0253336,tt0257284,tt0263705,tt0272198,tt0276798,tt0291239,tt0291289,tt0291352,tt0294411,tt0299138,tt0308343,tt0324994,tt0346186,tt0347614,tt0366410,tt0377000,tt0377483,tt0383625,tt0386325,tt0387248,tt0402326,tt0403977,tt0409121,tt0418885,tt0424388,tt0461509,tt0467204,tt0482805,tt0956179,tt10242154,tt1133515,tt1147584,tt1158224,tt1237898,tt1252313,tt1256579,tt12825468,tt13149120,tt1334018,tt1409752,tt14245336,tt1534427,tt15387098,tt16997018,tt18341466,tt2034624,tt2288169,tt23554900,tt2712756,tt31841486,tt32896924,tt33934262,tt3465134,tt35658205,tt35949525,tt36466725,tt37044716,tt4019980,tt4886904,tt4964086,tt5036298,tt5154774,tt5587948,tt6567370,tt7712870,tt8010938,tt8901072,tt8918614,tt8992702,tt9563168"
decade_1960s,decade,1960s,title_type_short,title_type,short,71,"tt0055017,tt0055286,tt0059730,tt0122435,tt0137492,tt0140962,tt0148467,tt0151316,tt0151385,tt0152436,tt0157211,tt0158162,tt0170656,tt0173071,tt0173198,tt0173478,tt0206703,tt0210371,tt0223811,tt0224560,tt0226799,tt0226905,tt0238250,tt0269721,tt0285920,tt0288523,tt0289702,tt0302454,tt0302764,tt0313018,tt0317690,tt0325944,tt0332366,tt0395090,tt0427375,tt0437312,tt0794137,tt0821543,tt1066474,tt1092392,tt11464024,tt11696402,tt11708378,tt12136492,tt1344180,tt1805396,tt1852792,tt1959504,tt2027162,tt2095001,tt2653970,tt29258485,tt32344485,tt33130688,tt33396431,tt34388938,tt34992027,tt36458025,tt37240783,tt3891452,tt42577395,tt43607581,tt4373520,tt6271696,tt7071142,tt7308688,tt7320556,tt7328784,tt7380910,tt7786638,tt8263322"
decade_1960s,decade,1960s,title_type_tvEpisode,title_type,tvEpisode,1295,"tt0059333,tt0062476,tt0168968,tt0203057,tt0304470,tt0337510,tt0394081,tt0394521,tt0438367,tt0496271,tt0496533,tt0500467,tt0503416,tt0507759,tt0512431,tt0512568,tt0512770,tt0514933,tt0519366,tt0520425,tt0521354,tt0522136,tt0522621,tt0523257,tt0524070,tt0528132,tt0529696,tt0532822,tt0535317,tt0535556,tt0536355,tt0539655,tt0540162,tt0544702,tt0550098,tt0553781,tt0553839,tt0558059,tt0558097,tt0558758,tt0559552,tt0561396,tt0562134,tt0564929,tt0565139,tt0571803,tt0572268,tt0574803,tt0579685,tt0579703,tt0580248,tt0580869,tt0583986,tt0584858,tt0588105,tt0589989,tt0590020,tt0592458,tt0592746,tt0593937,tt0594196,tt0597545,tt0597556,tt0598394,tt0603130,tt0604174,tt0604224,tt0605022,tt0608401,tt0611539,tt0616795,tt0617440,tt0624807,tt0629987,tt0630291,tt0635559,tt0635766,tt0636189,tt0637473,tt0641104,tt0641234,tt0645448,tt0649287,tt0650666,tt0654496,tt0655126,tt0657015,tt0659572,tt0661735,tt0662904,tt0663316,tt0675448,tt0678257,tt0678281,tt0679242,tt0679963,tt0681095,tt0685252,tt0709606,tt0713712,tt0714160,tt0714710,tt0717608,tt0719408,tt0723591,tt0724899,tt0725611,tt0730191,tt0737157,tt0738860,tt0741039,tt0742302,tt0742340,tt0743023,tt0743221,tt0745507,tt0747040,tt0748572,tt0753021,tt0753095,tt0760742,tt0760754,tt0766125,tt0768601,tt0770051,tt0773502,tt0774865,tt0776106,tt0779074,tt0779432,tt0779870,tt0786667,tt0797394,tt0807176,tt0810569,tt0819449,tt0823290,tt0823740,tt0823822,tt0824199,tt0826482,tt0830465,tt0834333,tt0838597,tt0838656,tt0854609,tt0857739,tt0869599,tt0872747,tt0879886,tt0880374,tt0883282,tt0886826,tt0898719,tt0900660,tt0904758,tt0921250,tt0926574,tt0926727,tt0930711,tt0942812,tt0942829,tt0944475,tt0946406,tt0947905,tt0948867,tt0949215,tt0954769,tt0968686,tt10027770,tt10028482,tt10030704,tt1004555,tt10047210,tt10061308,tt10065642,tt1008132,tt1012024,tt10122606,tt10132454,tt10202370,tt10232112,tt10242464,tt1028355,tt10290190,tt1029663,tt10333548,tt10382770,tt10401764,tt1042115,tt10429800,tt10429872,tt10435038,tt1047969,tt10485872,tt10493106,tt10496712,tt1052157,tt10542608,tt1056814,tt1056914,tt1061225,tt10677168,tt10677242,tt10688796,tt10703570,tt10746126,tt10746394,tt10755348,tt10756240,tt10763616,tt10769172,tt1077668,tt10785860,tt1083924,tt1085926,tt10884774,tt1088624,tt1088878,tt10915940,tt10938552,tt10942210,tt10955974,tt1100291,tt11086760,tt11108440,tt1111493,tt11126448,tt11127022,tt11133534,tt11152620,tt1118298,tt11194544,tt11204616,tt11265502,tt11302264,tt1143802,tt11441938,tt1145271,tt11490862,tt11525492,tt11553100,tt1160125,tt11609636,tt1175445,tt11761002,tt1178922,tt1179460,tt1185134,tt1188274,tt1191450,tt1197926,tt1207293,tt12131444,tt1214371,tt12192542,tt1228167,tt1229048,tt12344158,tt1238677,tt1238689,tt1240381,tt1248115,tt12523220,tt1253922,tt12541286,tt1258902,tt1265765,tt1266482,tt12718190,tt1272277,tt12722780,tt12731110,tt12740290,tt1275337,tt12766436,tt12812512,tt12881482,tt1289056,tt12943628,tt13029200,tt13039512,tt13039662,tt13103514,tt13106558,tt1312266,tt1312498,tt1317501,tt1317766,tt1321650,tt1322822,tt1336924,tt13378166,tt13443062,tt1359303,tt1362877,tt1364881,tt1365342,tt13670806,tt1367544,tt1369422,tt1371384,tt1371509,tt1378422,tt1379371,tt13973242,tt13973664,tt14009184,tt14009212,tt14057498,tt1422496,tt1433377,tt1438687,tt1439003,tt1440670,tt14428042,tt1444484,tt14452690,tt14452856,tt14534398,tt14551806,tt1459334,tt1460478,tt1467185,tt14697584,tt1471036,tt14722978,tt14766632,tt14792136,tt1481488,tt1490931,tt14960630,tt1508606,tt15103372,tt1510529,tt15153310,tt1518590,tt15215874,tt1524743,tt1526243,tt15283320,tt1529195,tt1533945,tt15405012,tt15405078,tt15408580,tt15411406,tt1546872,tt15497948,tt15528978,tt15653536,tt15653544,tt1567183,tt1576817,tt15791596,tt1581370,tt1602937,tt16043802,tt1616420,tt16289388,tt16294900,tt16306088,tt1633896,tt16368414,tt1648762,tt16585670,tt1660444,tt1674983,tt1675010,tt1675062,tt1684119,tt1688149,tt1705719,tt1712372,tt17276278,tt1730507,tt1731910,tt17350118,tt1737295,tt17374662,tt1745212,tt1745300,tt17474674,tt17538922,tt1757558,tt1758360,tt1765017,tt1768432,tt1787274,tt1800434,tt1802370,tt1807774,tt1811759,tt1824346,tt18275414,tt18483988,tt1909979,tt1916359,tt1938034,tt1938399,tt1938446,tt1938838,tt1941151,tt19844130,tt20112680,tt20448044,tt20454412,tt20815990,tt20876504,tt20876854,tt20877272,tt21037334,tt2109327,tt2113507,tt21351460,tt2163705,tt21826410,tt21913140,tt2215592,tt2215644,tt22181306,tt2223519,tt2226292,tt22475420,tt22503318,tt2255380,tt2289635,tt23130918,tt23263484,tt2333500,tt2334355,tt2340950,tt23462372,tt23560120,tt23563610,tt23584324,tt2359500,tt23602148,tt23605432,tt23631054,tt23631282,tt23730092,tt23731080,tt23731176,tt23741396,tt23741404,tt23750228,tt23776292,tt23778298,tt23793398,tt23808752,tt23835490,tt23850398,tt23850766,tt23857010,tt2398212,tt24057010,tt24057232,tt24080470,tt24080652,tt24080792,tt24247202,tt24545208,tt24577392,tt24636796,tt24670628,tt2472468,tt24759944,tt24780262,tt24862908,tt24902600,tt25236732,tt2536738,tt25420564,tt2550980,tt25530578,tt25624022,tt25663308,tt26072374,tt26080216,tt26080366,tt2608052,tt2621898,tt26245076,tt26316115,tt26316440,tt26342507,tt2666616,tt2666756,tt2666932,tt2667012,tt26677051,tt26677484,tt26683177,tt26687247,tt26750819,tt26765357,tt2679194,tt2680820,tt2681620,tt2681744,tt2681780,tt26895913,tt26903997,tt26926940,tt27046727,tt27051019,tt27052402,tt27144151,tt27144296,tt27144762,tt27238031,tt27279759,tt27405278,tt27428435,tt27429147,tt27489323,tt27518830,tt27675204,tt27675933,tt27697218,tt27757144,tt27858496,tt27867396,tt27917606,tt27942369,tt27942464,tt27943457,tt27944096,tt27944271,tt27944864,tt27948292,tt28021779,tt28022000,tt28024080,tt28024628,tt28081239,tt28081537,tt28085490,tt28094811,tt28099106,tt28099179,tt28099964,tt28107619,tt28132517,tt28133841,tt28133884,tt28135525,tt28144006,tt28156273,tt28213550,tt28213698,tt28213928,tt28222297,tt28238274,tt2824404,tt2824614,tt28260461,tt28260583,tt28276712,tt28276786,tt28276813,tt28276863,tt28277113,tt28284275,tt28284277,tt28285199,tt28291968,tt28291972,tt28292037,tt28299156,tt28299191,tt28308257,tt28308777,tt28314940,tt28314975,tt28327678,tt28327814,tt28327816,tt28328064,tt2834236,tt28378779,tt28453966,tt2846644,tt28476130,tt28491941,tt28502722,tt28503368,tt28503391,tt28504127,tt28518559,tt28534226,tt28544969,tt28544982,tt28569817,tt28595327,tt28625775,tt28626524,tt28632342,tt28632350,tt28642039,tt28650299,tt28654299,tt28661968,tt28671820,tt28752046,tt28800602,tt28805182,tt28805404,tt28805421,tt28806400,tt28806571,tt28807008,tt28817427,tt2886260,tt28943188,tt29032338,tt29081286,tt29081360,tt29081631,tt29081702,tt29081745,tt29081831,tt29082283,tt29083575,tt29090308,tt29090324,tt29090502,tt29098447,tt29099131,tt29100052,tt29143013,tt2926384,tt2941710,tt29417785,tt2944038,tt29583459,tt2959848,tt2963418,tt29781683,tt2985270,tt30005668,tt30211522,tt30252851,tt30278105,tt30324113,tt30624480,tt30674673,tt3068502,tt30699932,tt30701123,tt30701759,tt3075926,tt30766159,tt31025768,tt31324061,tt3143098,tt31502850,tt31592135,tt31798048,tt3204066,tt32063036,tt32192931,tt3239870,tt32509977,tt32545357,tt3255074,tt32574418,tt32578483,tt32638109,tt32850191,tt32850802,tt32850924,tt32851100,tt3285692,tt32873477,tt32875281,tt32887959,tt32888318,tt32888321,tt32888476,tt32888625,tt32888636,tt32889174,tt3291356,tt3302774,tt33065519,tt33065676,tt33065762,tt33065910,tt33065940,tt33066357,tt33067170,tt33067190,tt33067334,tt33067674,tt33068064,tt33068416,tt33068534,tt33087102,tt33090410,tt33202682,tt33202837,tt33202979,tt33202986,tt33203068,tt33228369,tt33230134,tt33230366,tt33231109,tt33231364,tt33233709,tt33235833,tt33245187,tt33245188,tt33245588,tt33245674,tt33247275,tt33247320,tt33247461,tt33253727,tt33254099,tt33254140,tt33255942,tt33255963,tt33256122,tt33262538,tt33262691,tt33264619,tt33268288,tt33268371,tt33268616,tt33283442,tt33283475,tt33289762,tt33291044,tt33291295,tt33293795,tt33293826,tt33293875,tt33296575,tt33296589,tt33296613,tt33296655,tt33297077,tt33297874,tt33303959,tt33317894,tt33317914,tt3332172,tt33337699,tt33367782,tt33372236,tt33372367,tt33372377,tt33373195,tt33373571,tt33373897,tt33373950,tt33383809,tt33383984,tt33394241,tt33394529,tt33395402,tt33395655,tt33398505,tt33398571,tt33399068,tt33399262,tt33399420,tt33416543,tt33416765,tt33417654,tt33418787,tt33419048,tt33419556,tt33439039,tt33448189,tt33506660,tt33506721,tt33506846,tt33506879,tt33509530,tt33510098,tt33510100,tt33510133,tt33511913,tt33511921,tt33511926,tt33512119,tt33512195,tt33512283,tt33517799,tt33704325,tt33704764,tt33705280,tt33708225,tt33709160,tt33709225,tt33709547,tt33739613,tt33936916,tt33943340,tt33945576,tt33947649,tt33955991,tt33968207,tt3397628,tt33997366,tt33997504,tt33997648,tt33998828,tt33998921,tt33999239,tt34000144,tt34102472,tt34102527,tt34152165,tt34153024,tt34153213,tt34153323,tt34153394,tt34162278,tt34438452,tt35052527,tt35228202,tt3524046,tt35270486,tt35270785,tt35270791,tt35283564,tt35284964,tt35285688,tt35295840,tt35296761,tt35298152,tt35301950,tt35351899,tt35432199,tt35445360,tt35483778,tt35514023,tt35521310,tt35598098,tt35599062,tt35599259,tt35635916,tt35652860,tt35668819,tt35674326,tt35674983,tt35675093,tt35682439,tt35683701,tt35685462,tt35702697,tt35711379,tt35713511,tt35725469,tt35774941,tt35875738,tt35884450,tt35891505,tt35891949,tt3591610,tt35930499,tt35932777,tt35976910,tt36076923,tt36088778,tt36091039,tt36098082,tt36152912,tt36175361,tt36198981,tt36220895,tt36259376,tt36435831,tt36459906,tt3648656,tt36501914,tt36539463,tt36598223,tt36599318,tt36738130,tt3687828,tt3690168,tt3692302,tt36996343,tt37176598,tt37213231,tt37255890,tt37274613,tt37368270,tt37428184,tt37508641,tt37533158,tt37533333,tt37593904,tt37598086,tt37620361,tt3767248,tt37812885,tt37934390,tt3813800,tt38166207,tt38166212,tt38268522,tt38355795,tt38356534,tt38356935,tt38517121,tt38517160,tt38523387,tt38523452,tt38523717,tt38523915,tt38524105,tt38524109,tt38524154,tt38524182,tt38524370,tt38524598,tt38524713,tt38524783,tt38525059,tt38533908,tt38551752,tt38551971,tt38552042,tt38552097,tt38639325,tt38644932,tt38645308,tt38650731,tt38651011,tt38651433,tt38651640,tt38651880,tt38651927,tt38671743,tt38671754,tt38671787,tt38671788,tt38672047,tt38690889,tt38775156,tt38775382,tt38775968,tt38775996,tt38785327,tt38785377,tt38785427,tt38785542,tt38790376,tt38790518,tt38790699,tt38791026,tt38791318,tt38999481,tt39001706,tt39003712,tt39004580,tt39006328,tt39006341,tt39006459,tt39006652,tt39006746,tt39007188,tt39059785,tt39107525,tt39130353,tt39149478,tt39149511,tt39149815,tt39149929,tt39150753,tt39151189,tt39189713,tt39194182,tt39194437,tt39195034,tt39226437,tt39227238,tt39227323,tt39228716,tt39229085,tt39230026,tt39230296,tt39230315,tt39230355,tt39230505,tt39230511,tt39230887,tt39231004,tt39231138,tt39231142,tt39231531,tt39231614,tt39243537,tt39243991,tt39244022,tt39244127,tt39244224,tt39244532,tt39244858,tt39244923,tt39244976,tt39245050,tt39245066,tt39245379,tt39254456,tt39306503,tt39311611,tt39333737,tt39370616,tt39371310,tt39375891,tt39387051,tt39469259,tt39696779,tt39899986,tt40481263,tt40514511,tt41383914,tt41429726,tt41429901,tt41681723,tt4172564,tt41822119,tt41824603,tt4201896,tt42110278,tt42110899,tt42111002,tt4221486,tt4223998,tt4240688,tt42550812,tt42552433,tt42802074,tt42862277,tt42896534,tt43083588,tt4308612,tt43098675,tt43262849,tt4331006,tt43349755,tt43406288,tt43406469,tt43406556,tt43406720,tt43406868,tt43407166,tt43407525,tt43407820,tt43408997,tt43409179,tt43409373,tt43409508,tt43409515,tt43409566,tt43409617,tt43410155,tt43437237,tt43440423,tt43440460,tt43551680,tt43552406,tt43553006,tt43559037,tt43559248,tt43591702,tt43607353,tt43654318,tt43654837,tt43654961,tt43655437,tt4402218,tt4427708,tt4455994,tt4457724,tt4469350,tt4476620,tt4476894,tt4485300,tt4488568,tt4491684,tt4577314,tt4586010,tt4593180,tt4654408,tt4741410,tt4760338,tt4775094,tt4799760,tt4811722,tt4815086,tt4853226,tt4857958,tt4871252,tt4876772,tt4910182,tt4918610,tt4980954,tt4993918,tt4994882,tt4998826,tt4999014,tt5029086,tt5087622,tt5107104,tt5107108,tt5117800,tt5117948,tt5160640,tt5163894,tt5167148,tt5167562,tt5195186,tt5259284,tt5266280,tt5301384,tt5308744,tt5329430,tt5348134,tt5452290,tt5460890,tt5485850,tt5487910,tt5494948,tt5520336,tt5522082,tt5522148,tt5542812,tt5597878,tt5600182,tt5604906,tt5622116,tt5729610,tt5735918,tt5778128,tt5791682,tt5799976,tt5803434,tt5808470,tt5843988,tt5874262,tt5912426,tt5954066,tt5979966,tt5980734,tt5984260,tt5993578,tt6026338,tt6034370,tt6035214,tt6051916,tt6063378,tt6077348,tt6149530,tt6150542,tt6159872,tt6159912,tt6159994,tt6163584,tt6163642,tt6164842,tt6194656,tt6222952,tt6247498,tt6248540,tt6249252,tt6252040,tt6252550,tt6252816,tt6252836,tt6252940,tt6254822,tt6340356,tt6386530,tt6489828,tt6499810,tt6563306,tt6563312,tt6568476,tt6578384,tt6636018,tt6639298,tt6657146,tt6713586,tt6743586,tt6837336,tt6983746,tt6992572,tt7006076,tt7205784,tt7237254,tt7256244,tt7379212,tt7412748,tt7487990,tt7507580,tt7554524,tt7554726,tt7667728,tt7729008,tt7729530,tt7766428,tt7809890,tt7810812,tt7828394,tt7833620,tt7838604,tt7966292,tt8012520,tt8053714,tt8067642,tt8098986,tt8133174,tt8161652,tt8175690,tt8176828,tt8211754,tt8264506,tt8276268,tt8276508,tt8282334,tt8294036,tt8298102,tt8304180,tt8311210,tt8322412,tt8340736,tt8442638,tt8457482,tt8506610,tt8513314,tt8541346,tt8592848,tt8593592,tt8596182,tt8597040,tt8646146,tt8647544,tt8650274,tt8671902,tt8675952,tt8699496,tt8704578,tt8716710,tt8729214,tt8739194,tt8768616,tt8775818,tt8776914,tt8776934,tt8795238,tt8798612,tt8812514,tt8818288,tt8859686,tt8869304,tt8879878,tt8881654,tt8894082,tt8908490,tt8922430,tt8930976,tt8938460,tt8938538,tt8973740,tt8974904,tt8987908,tt8998714,tt9014534,tt9064984,tt9090874,tt9093660,tt9131712,tt9215158,tt9226710,tt9231390,tt9242180,tt9260396,tt9260424,tt9302670,tt9314196,tt9315130,tt9326516,tt9340430,tt9583540,tt9861744,tt9894566"
decade_1960s,decade,1960s,title_type_tvMiniSeries,title_type,tvMiniSeries,1,tt43683939
decade_1960s,decade,1960s,title_type_tvMovie,title_type,tvMovie,54,"tt0056169,tt0057627,tt0131150,tt0262634,tt0265778,tt0267948,tt0274325,tt0274879,tt0285239,tt0342646,tt0358570,tt0433326,tt0489742,tt0496912,tt0772859,tt0896949,tt0902990,tt1042555,tt1051381,tt10648868,tt1111778,tt1213061,tt12518304,tt1305702,tt13906554,tt1408945,tt1440221,tt1448602,tt14545786,tt1480761,tt14807688,tt1481341,tt1492797,tt15387856,tt1621185,tt1662729,tt18228934,tt1964657,tt2056768,tt23810432,tt2502006,tt27788895,tt2807534,tt3581980,tt3661796,tt37813863,tt4224908,tt4313620,tt4692214,tt6863736,tt6872280,tt6892208,tt8603108,tt8959712"
decade_1960s,decade,1960s,title_type_tvSeries,title_type,tvSeries,24,"tt0053481,tt0055676,tt0055713,tt0331757,tt0341974,tt0403818,tt0449141,tt0496208,tt0499612,tt10318266,tt13696392,tt21397852,tt26736685,tt2911202,tt31955814,tt32259673,tt33372680,tt4017654,tt4649480,tt4690832,tt5329408,tt6154628,tt7863686,tt8737958"
decade_1960s,decade,1960s,title_type_tvShort,title_type,tvShort,1,tt0064349
decade_1960s,decade,1960s,title_type_tvSpecial,title_type,tvSpecial,12,"tt0321905,tt1103141,tt1275675,tt15368618,tt1638305,tt1646125,tt2200054,tt28491645,tt29319966,tt33095396,tt36061612,tt5711516"
decade_1960s,decade,1960s,title_type_videoGame,title_type,videoGame,1,tt38516585
